,N1,N2,N3,N4,N5,E1,E2,Winner,Winning Serie,Gain
12039,19.0,26.0,21.0,41.0,35.0,2.0,9.0,0.0,0.0,0.0
12040,30.0,34.0,11.0,35.0,39.0,9.0,1.0,0.0,0.0,0.0
12041,36.0,46.0,37.0,25.0,28.0,6.0,5.0,0.0,0.0,0.0
12042,31.0,35.0,40.0,23.0,20.0,9.0,7.0,0.0,0.0,0.0
12043,20.0,14.0,6.0,10.0,30.0,1.0,2.0,0.0,0.0,0.0
12044,33.0,25.0,28.0,39.0,45.0,8.0,1.0,0.0,0.0,0.0
12045,19.0,48.0,50.0,33.0,32.0,6.0,9.0,0.0,0.0,0.0
12046,34.0,33.0,17.0,26.0,38.0,8.0,12.0,0.0,0.0,0.0
12047,34.0,13.0,28.0,6.0,22.0,1.0,4.0,0.0,0.0,0.0
12048,14.0,9.0,5.0,26.0,32.0,4.0,1.0,0.0,0.0,0.0
12049,34.0,49.0,35.0,7.0,29.0,2.0,11.0,0.0,0.0,0.0
12050,27.0,45.0,19.0,3.0,33.0,5.0,6.0,0.0,0.0,0.0
12051,6.0,9.0,7.0,19.0,31.0,4.0,9.0,0.0,0.0,0.0
12052,47.0,3.0,17.0,14.0,12.0,3.0,12.0,0.0,0.0,0.0
12053,24.0,42.0,49.0,32.0,47.0,5.0,11.0,0.0,0.0,0.0
12054,9.0,14.0,13.0,17.0,19.0,8.0,12.0,0.0,0.0,0.0
12055,21.0,6.0,17.0,43.0,23.0,10.0,8.0,0.0,0.0,0.0
12056,38.0,13.0,1.0,3.0,4.0,11.0,7.0,0.0,0.0,0.0
12057,35.0,13.0,24.0,31.0,40.0,6.0,1.0,0.0,0.0,0.0
12058,14.0,27.0,13.0,7.0,49.0,6.0,12.0,0.0,0.0,0.0
12059,44.0,48.0,26.0,16.0,6.0,2.0,5.0,0.0,0.0,0.0
12060,47.0,33.0,1.0,22.0,25.0,9.0,7.0,0.0,0.0,0.0
12061,41.0,25.0,22.0,45.0,27.0,9.0,5.0,0.0,0.0,0.0
12062,30.0,44.0,24.0,32.0,27.0,3.0,2.0,0.0,0.0,0.0
12063,37.0,23.0,32.0,36.0,40.0,12.0,10.0,0.0,0.0,0.0
12064,27.0,12.0,8.0,37.0,38.0,5.0,4.0,0.0,0.0,0.0
12065,45.0,36.0,19.0,1.0,38.0,6.0,5.0,0.0,0.0,0.0
12066,13.0,50.0,19.0,43.0,12.0,9.0,6.0,0.0,0.0,0.0
12067,28.0,25.0,31.0,37.0,33.0,4.0,9.0,0.0,0.0,0.0
12068,34.0,31.0,50.0,7.0,33.0,11.0,2.0,0.0,0.0,0.0
12069,7.0,13.0,21.0,43.0,38.0,10.0,2.0,0.0,0.0,0.0
12070,43.0,5.0,2.0,33.0,22.0,5.0,10.0,0.0,0.0,0.0
12071,36.0,27.0,40.0,48.0,12.0,9.0,7.0,0.0,0.0,0.0
12072,47.0,34.0,16.0,36.0,21.0,9.0,5.0,0.0,0.0,0.0
12073,32.0,5.0,10.0,20.0,48.0,5.0,1.0,0.0,0.0,0.0
12074,36.0,6.0,17.0,15.0,4.0,1.0,5.0,0.0,0.0,0.0
12075,11.0,6.0,9.0,24.0,2.0,4.0,5.0,0.0,0.0,0.0
12076,22.0,3.0,21.0,25.0,14.0,8.0,11.0,0.0,0.0,0.0
12077,43.0,40.0,7.0,30.0,26.0,3.0,1.0,0.0,0.0,0.0
12078,15.0,26.0,11.0,6.0,34.0,3.0,9.0,0.0,0.0,0.0
12079,10.0,28.0,42.0,23.0,38.0,6.0,7.0,0.0,0.0,0.0
12080,50.0,47.0,17.0,48.0,25.0,1.0,6.0,0.0,0.0,0.0
12081,25.0,17.0,2.0,41.0,10.0,11.0,9.0,0.0,0.0,0.0
12082,40.0,29.0,44.0,24.0,34.0,11.0,7.0,0.0,0.0,0.0
12083,47.0,46.0,49.0,42.0,35.0,3.0,2.0,0.0,0.0,0.0
12084,13.0,3.0,44.0,21.0,43.0,11.0,1.0,0.0,0.0,0.0
12085,7.0,4.0,22.0,37.0,29.0,11.0,10.0,0.0,0.0,0.0
12086,35.0,17.0,10.0,2.0,44.0,5.0,11.0,0.0,0.0,0.0
12087,5.0,47.0,44.0,34.0,12.0,5.0,4.0,0.0,0.0,0.0
12088,31.0,16.0,29.0,3.0,32.0,11.0,8.0,0.0,0.0,0.0
12089,16.0,22.0,4.0,38.0,49.0,10.0,5.0,0.0,0.0,0.0
12090,20.0,2.0,49.0,1.0,41.0,1.0,8.0,0.0,0.0,0.0
12091,48.0,19.0,38.0,46.0,24.0,4.0,10.0,0.0,0.0,0.0
12092,3.0,41.0,10.0,4.0,19.0,11.0,2.0,0.0,0.0,0.0
12093,26.0,46.0,10.0,39.0,22.0,6.0,11.0,0.0,0.0,0.0
12094,10.0,7.0,2.0,46.0,16.0,5.0,2.0,0.0,0.0,0.0
12095,49.0,50.0,18.0,41.0,28.0,9.0,5.0,0.0,0.0,0.0
12096,7.0,17.0,49.0,47.0,41.0,1.0,6.0,0.0,0.0,0.0
12097,44.0,2.0,3.0,10.0,39.0,7.0,3.0,0.0,0.0,0.0
12098,14.0,12.0,26.0,48.0,21.0,10.0,6.0,0.0,0.0,0.0
12099,33.0,32.0,6.0,39.0,26.0,11.0,1.0,0.0,0.0,0.0
12100,4.0,13.0,16.0,41.0,32.0,3.0,12.0,0.0,0.0,0.0
12101,30.0,37.0,39.0,14.0,42.0,9.0,6.0,0.0,0.0,0.0
12102,24.0,33.0,49.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0
12103,14.0,12.0,43.0,24.0,19.0,12.0,4.0,0.0,0.0,0.0
12104,47.0,1.0,11.0,16.0,43.0,10.0,11.0,0.0,0.0,0.0
12105,32.0,11.0,43.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0
12106,47.0,26.0,21.0,23.0,50.0,11.0,10.0,0.0,0.0,0.0
12107,30.0,50.0,38.0,48.0,33.0,9.0,1.0,0.0,0.0,0.0
12108,30.0,28.0,13.0,32.0,48.0,1.0,12.0,0.0,0.0,0.0
12109,19.0,27.0,39.0,5.0,8.0,6.0,8.0,0.0,0.0,0.0
12110,2.0,3.0,31.0,42.0,30.0,2.0,4.0,0.0,0.0,0.0
12111,37.0,1.0,7.0,10.0,31.0,1.0,3.0,0.0,0.0,0.0
12112,18.0,40.0,34.0,13.0,39.0,2.0,1.0,0.0,0.0,0.0
12113,10.0,47.0,4.0,23.0,7.0,3.0,9.0,0.0,0.0,0.0
12114,47.0,49.0,30.0,1.0,48.0,5.0,4.0,0.0,0.0,0.0
12115,12.0,31.0,44.0,46.0,22.0,1.0,7.0,0.0,0.0,0.0
12116,29.0,19.0,45.0,14.0,41.0,1.0,8.0,0.0,0.0,0.0
12117,21.0,5.0,23.0,41.0,48.0,7.0,2.0,0.0,0.0,0.0
12118,12.0,19.0,47.0,16.0,25.0,7.0,4.0,0.0,0.0,0.0
12119,1.0,11.0,33.0,19.0,25.0,2.0,4.0,0.0,0.0,0.0
12120,7.0,33.0,6.0,18.0,22.0,3.0,9.0,0.0,0.0,0.0
12121,31.0,39.0,18.0,2.0,47.0,12.0,1.0,0.0,0.0,0.0
12122,8.0,21.0,42.0,20.0,5.0,9.0,1.0,0.0,0.0,0.0
12123,44.0,13.0,24.0,49.0,10.0,3.0,6.0,0.0,0.0,0.0
12124,30.0,32.0,42.0,10.0,47.0,12.0,5.0,0.0,0.0,0.0
12125,46.0,3.0,29.0,38.0,44.0,10.0,6.0,0.0,0.0,0.0
12126,21.0,39.0,49.0,18.0,35.0,7.0,12.0,0.0,0.0,0.0
12127,23.0,11.0,24.0,46.0,37.0,7.0,1.0,0.0,0.0,0.0
12128,26.0,3.0,23.0,34.0,7.0,8.0,3.0,0.0,0.0,0.0
12129,23.0,6.0,1.0,41.0,39.0,10.0,1.0,0.0,0.0,0.0
12130,49.0,29.0,46.0,50.0,17.0,3.0,8.0,0.0,0.0,0.0
12131,37.0,1.0,11.0,26.0,21.0,8.0,3.0,0.0,0.0,0.0
12132,46.0,19.0,23.0,45.0,28.0,7.0,2.0,0.0,0.0,0.0
12133,6.0,47.0,1.0,50.0,7.0,10.0,6.0,0.0,0.0,0.0
12134,25.0,31.0,6.0,37.0,20.0,1.0,9.0,0.0,0.0,0.0
12135,18.0,36.0,42.0,24.0,38.0,5.0,7.0,0.0,0.0,0.0
12136,15.0,31.0,11.0,32.0,18.0,3.0,1.0,0.0,0.0,0.0
12137,41.0,30.0,48.0,10.0,50.0,10.0,3.0,0.0,0.0,0.0
12138,19.0,40.0,41.0,27.0,47.0,12.0,11.0,0.0,0.0,0.0
12139,34.0,26.0,18.0,8.0,15.0,4.0,10.0,0.0,0.0,0.0
12140,21.0,25.0,26.0,5.0,41.0,3.0,4.0,0.0,0.0,0.0
12141,30.0,18.0,14.0,5.0,25.0,1.0,10.0,0.0,0.0,0.0
12142,40.0,27.0,47.0,21.0,7.0,3.0,5.0,0.0,0.0,0.0
12143,33.0,23.0,30.0,21.0,31.0,5.0,9.0,0.0,0.0,0.0
12144,32.0,19.0,42.0,17.0,29.0,11.0,12.0,0.0,0.0,0.0
12145,47.0,48.0,42.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0
12146,7.0,39.0,23.0,41.0,20.0,8.0,11.0,0.0,0.0,0.0
12147,31.0,32.0,18.0,24.0,15.0,1.0,7.0,0.0,0.0,0.0
12148,31.0,35.0,32.0,47.0,13.0,9.0,3.0,0.0,0.0,0.0
12149,47.0,11.0,18.0,49.0,38.0,4.0,3.0,0.0,0.0,0.0
12150,8.0,39.0,25.0,11.0,43.0,5.0,7.0,0.0,0.0,0.0
12151,29.0,31.0,19.0,47.0,13.0,5.0,1.0,0.0,0.0,0.0
12152,36.0,17.0,34.0,15.0,45.0,4.0,1.0,0.0,0.0,0.0
12153,50.0,30.0,25.0,12.0,37.0,1.0,11.0,0.0,0.0,0.0
12154,7.0,29.0,44.0,22.0,48.0,2.0,9.0,0.0,0.0,0.0
12155,21.0,38.0,14.0,25.0,18.0,4.0,5.0,0.0,0.0,0.0
12156,42.0,19.0,33.0,30.0,8.0,5.0,11.0,0.0,0.0,0.0
12157,22.0,41.0,25.0,33.0,11.0,10.0,4.0,0.0,0.0,0.0
12158,38.0,6.0,26.0,18.0,30.0,8.0,1.0,0.0,0.0,0.0
12159,8.0,34.0,28.0,2.0,23.0,9.0,1.0,0.0,0.0,0.0
12160,30.0,41.0,31.0,34.0,36.0,3.0,6.0,0.0,0.0,0.0
12161,20.0,46.0,36.0,27.0,21.0,7.0,2.0,0.0,0.0,0.0
12162,24.0,30.0,40.0,25.0,19.0,10.0,4.0,0.0,0.0,0.0
12163,46.0,9.0,14.0,43.0,30.0,3.0,9.0,0.0,0.0,0.0
12164,43.0,25.0,28.0,29.0,44.0,4.0,5.0,0.0,0.0,0.0
12165,1.0,21.0,14.0,26.0,15.0,2.0,10.0,0.0,0.0,0.0
12166,40.0,16.0,28.0,4.0,46.0,9.0,7.0,0.0,0.0,0.0
12167,29.0,49.0,21.0,12.0,8.0,5.0,9.0,0.0,0.0,0.0
12168,32.0,5.0,17.0,24.0,37.0,11.0,2.0,0.0,0.0,0.0
12169,49.0,9.0,35.0,3.0,30.0,9.0,4.0,0.0,0.0,0.0
12170,8.0,48.0,33.0,9.0,42.0,6.0,10.0,0.0,0.0,0.0
12171,12.0,43.0,48.0,41.0,26.0,7.0,11.0,0.0,0.0,0.0
12172,2.0,4.0,30.0,43.0,10.0,2.0,9.0,0.0,0.0,0.0
12173,50.0,2.0,38.0,37.0,10.0,8.0,2.0,0.0,0.0,0.0
12174,1.0,2.0,29.0,35.0,41.0,12.0,5.0,0.0,0.0,0.0
12175,6.0,31.0,44.0,9.0,4.0,9.0,4.0,0.0,0.0,0.0
12176,43.0,29.0,26.0,16.0,21.0,1.0,5.0,0.0,0.0,0.0
12177,48.0,11.0,10.0,33.0,40.0,7.0,4.0,0.0,0.0,0.0
12178,6.0,44.0,23.0,25.0,17.0,12.0,1.0,0.0,0.0,0.0
12179,20.0,40.0,42.0,26.0,14.0,12.0,6.0,0.0,0.0,0.0
12180,32.0,5.0,33.0,29.0,35.0,1.0,5.0,0.0,0.0,0.0
12181,21.0,18.0,41.0,47.0,46.0,2.0,3.0,0.0,0.0,0.0
12182,13.0,18.0,28.0,10.0,8.0,8.0,12.0,0.0,0.0,0.0
12183,2.0,25.0,18.0,38.0,21.0,9.0,7.0,0.0,0.0,0.0
12184,43.0,15.0,40.0,33.0,38.0,8.0,1.0,0.0,0.0,0.0
12185,41.0,8.0,31.0,30.0,1.0,1.0,4.0,0.0,0.0,0.0
12186,38.0,27.0,2.0,9.0,47.0,7.0,12.0,0.0,0.0,0.0
12187,16.0,43.0,41.0,12.0,35.0,12.0,11.0,0.0,0.0,0.0
12188,20.0,30.0,42.0,22.0,49.0,7.0,10.0,0.0,0.0,0.0
12189,19.0,8.0,17.0,29.0,22.0,5.0,7.0,0.0,0.0,0.0
12190,1.0,31.0,46.0,27.0,26.0,9.0,2.0,0.0,0.0,0.0
12191,11.0,41.0,27.0,13.0,29.0,11.0,8.0,0.0,0.0,0.0
12192,50.0,39.0,15.0,11.0,41.0,1.0,2.0,0.0,0.0,0.0
12193,39.0,25.0,49.0,50.0,11.0,10.0,8.0,0.0,0.0,0.0
12194,37.0,8.0,50.0,35.0,14.0,8.0,9.0,0.0,0.0,0.0
12195,35.0,43.0,9.0,26.0,13.0,6.0,11.0,0.0,0.0,0.0
12196,11.0,49.0,27.0,1.0,36.0,11.0,4.0,0.0,0.0,0.0
12197,32.0,12.0,16.0,33.0,22.0,12.0,4.0,0.0,0.0,0.0
12198,29.0,2.0,18.0,3.0,16.0,9.0,1.0,0.0,0.0,0.0
12199,38.0,29.0,44.0,15.0,30.0,10.0,9.0,0.0,0.0,0.0
12200,4.0,48.0,11.0,40.0,15.0,5.0,8.0,0.0,0.0,0.0
12201,30.0,32.0,42.0,38.0,35.0,5.0,2.0,0.0,0.0,0.0
12202,14.0,50.0,6.0,42.0,29.0,7.0,2.0,0.0,0.0,0.0
12203,39.0,29.0,4.0,30.0,9.0,9.0,10.0,0.0,0.0,0.0
12204,42.0,7.0,11.0,26.0,34.0,8.0,5.0,0.0,0.0,0.0
12205,29.0,21.0,41.0,43.0,32.0,12.0,6.0,0.0,0.0,0.0
12206,49.0,5.0,6.0,8.0,31.0,11.0,6.0,0.0,0.0,0.0
12207,44.0,9.0,18.0,30.0,4.0,9.0,8.0,0.0,0.0,0.0
12208,14.0,42.0,18.0,10.0,4.0,7.0,12.0,0.0,0.0,0.0
12209,22.0,37.0,33.0,48.0,17.0,2.0,10.0,0.0,0.0,0.0
12210,8.0,40.0,6.0,11.0,34.0,2.0,10.0,0.0,0.0,0.0
12211,11.0,4.0,49.0,42.0,28.0,9.0,5.0,0.0,0.0,0.0
12212,33.0,42.0,18.0,1.0,21.0,12.0,4.0,0.0,0.0,0.0
12213,12.0,29.0,46.0,45.0,10.0,8.0,10.0,0.0,0.0,0.0
12214,21.0,11.0,23.0,45.0,16.0,2.0,8.0,0.0,0.0,0.0
12215,8.0,6.0,41.0,12.0,20.0,12.0,3.0,0.0,0.0,0.0
12216,25.0,4.0,45.0,32.0,23.0,9.0,10.0,0.0,0.0,0.0
12217,47.0,22.0,24.0,20.0,15.0,6.0,11.0,0.0,0.0,0.0
12218,6.0,36.0,44.0,4.0,49.0,8.0,4.0,0.0,0.0,0.0
12219,2.0,8.0,5.0,35.0,11.0,2.0,9.0,0.0,0.0,0.0
12220,9.0,50.0,39.0,35.0,2.0,12.0,7.0,0.0,0.0,0.0
12221,30.0,39.0,7.0,8.0,11.0,10.0,9.0,0.0,0.0,0.0
12222,44.0,31.0,47.0,22.0,16.0,6.0,1.0,0.0,0.0,0.0
12223,28.0,35.0,12.0,46.0,24.0,5.0,1.0,0.0,0.0,0.0
12224,29.0,47.0,4.0,26.0,21.0,11.0,9.0,0.0,0.0,0.0
12225,18.0,5.0,34.0,12.0,3.0,4.0,5.0,0.0,0.0,0.0
12226,12.0,30.0,25.0,47.0,7.0,12.0,9.0,0.0,0.0,0.0
12227,25.0,26.0,14.0,9.0,42.0,4.0,8.0,0.0,0.0,0.0
12228,8.0,1.0,14.0,10.0,12.0,5.0,6.0,0.0,0.0,0.0
12229,8.0,21.0,34.0,16.0,18.0,4.0,10.0,0.0,0.0,0.0
12230,27.0,28.0,25.0,38.0,39.0,3.0,5.0,0.0,0.0,0.0
12231,9.0,21.0,23.0,22.0,16.0,6.0,4.0,0.0,0.0,0.0
12232,9.0,49.0,24.0,26.0,11.0,4.0,9.0,0.0,0.0,0.0
12233,44.0,18.0,26.0,34.0,20.0,3.0,6.0,0.0,0.0,0.0
12234,23.0,16.0,17.0,5.0,42.0,12.0,4.0,0.0,0.0,0.0
12235,44.0,31.0,26.0,23.0,43.0,3.0,12.0,0.0,0.0,0.0
12236,44.0,4.0,19.0,13.0,24.0,5.0,4.0,0.0,0.0,0.0
12237,14.0,2.0,24.0,30.0,48.0,7.0,10.0,0.0,0.0,0.0
12238,41.0,47.0,26.0,17.0,24.0,7.0,6.0,0.0,0.0,0.0
12239,32.0,12.0,27.0,14.0,17.0,1.0,5.0,0.0,0.0,0.0
12240,16.0,34.0,20.0,27.0,29.0,8.0,5.0,0.0,0.0,0.0
12241,48.0,7.0,11.0,22.0,44.0,6.0,7.0,0.0,0.0,0.0
12242,35.0,10.0,8.0,13.0,32.0,7.0,2.0,0.0,0.0,0.0
12243,20.0,14.0,33.0,4.0,12.0,12.0,3.0,0.0,0.0,0.0
12244,15.0,48.0,45.0,39.0,47.0,1.0,2.0,0.0,0.0,0.0
12245,20.0,50.0,16.0,28.0,9.0,3.0,9.0,0.0,0.0,0.0
12246,39.0,31.0,21.0,30.0,7.0,1.0,5.0,0.0,0.0,0.0
12247,32.0,43.0,47.0,18.0,20.0,2.0,5.0,0.0,0.0,0.0
12248,12.0,40.0,18.0,39.0,7.0,11.0,3.0,0.0,0.0,0.0
12249,46.0,37.0,1.0,10.0,49.0,12.0,1.0,0.0,0.0,0.0
12250,40.0,12.0,2.0,44.0,11.0,4.0,2.0,0.0,0.0,0.0
12251,45.0,48.0,2.0,26.0,34.0,9.0,8.0,0.0,0.0,0.0
12252,40.0,13.0,44.0,35.0,33.0,3.0,2.0,0.0,0.0,0.0
12253,17.0,22.0,47.0,34.0,38.0,10.0,8.0,0.0,0.0,0.0
12254,49.0,25.0,6.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0
12255,24.0,2.0,27.0,21.0,7.0,8.0,6.0,0.0,0.0,0.0
12256,42.0,11.0,49.0,35.0,22.0,8.0,6.0,0.0,0.0,0.0
12257,6.0,21.0,27.0,9.0,47.0,11.0,5.0,0.0,0.0,0.0
12258,31.0,7.0,34.0,44.0,41.0,10.0,6.0,0.0,0.0,0.0
12259,29.0,10.0,20.0,27.0,50.0,2.0,10.0,0.0,0.0,0.0
12260,49.0,27.0,3.0,17.0,19.0,10.0,3.0,0.0,0.0,0.0
12261,41.0,47.0,23.0,19.0,9.0,10.0,8.0,0.0,0.0,0.0
12262,14.0,2.0,18.0,23.0,42.0,5.0,8.0,0.0,0.0,0.0
12263,31.0,34.0,11.0,26.0,42.0,4.0,3.0,0.0,0.0,0.0
12264,26.0,14.0,35.0,6.0,47.0,9.0,6.0,0.0,0.0,0.0
12265,45.0,18.0,4.0,31.0,6.0,9.0,8.0,0.0,0.0,0.0
12266,35.0,40.0,50.0,24.0,22.0,10.0,3.0,0.0,0.0,0.0
12267,25.0,14.0,47.0,38.0,7.0,1.0,7.0,0.0,0.0,0.0
12268,5.0,35.0,24.0,18.0,45.0,12.0,8.0,0.0,0.0,0.0
12269,5.0,15.0,4.0,13.0,12.0,11.0,5.0,0.0,0.0,0.0
12270,7.0,27.0,6.0,29.0,8.0,2.0,4.0,0.0,0.0,0.0
12271,27.0,10.0,16.0,47.0,22.0,1.0,3.0,0.0,0.0,0.0
12272,3.0,42.0,24.0,32.0,37.0,10.0,9.0,0.0,0.0,0.0
12273,41.0,5.0,43.0,49.0,12.0,11.0,6.0,0.0,0.0,0.0
12274,18.0,8.0,41.0,1.0,36.0,12.0,4.0,0.0,0.0,0.0
12275,18.0,7.0,5.0,45.0,50.0,2.0,8.0,0.0,0.0,0.0
12276,8.0,43.0,24.0,7.0,46.0,5.0,3.0,0.0,0.0,0.0
12277,1.0,6.0,42.0,46.0,49.0,8.0,9.0,0.0,0.0,0.0
12278,11.0,48.0,44.0,23.0,33.0,11.0,5.0,0.0,0.0,0.0
12279,40.0,11.0,5.0,20.0,45.0,4.0,9.0,0.0,0.0,0.0
12280,8.0,19.0,38.0,44.0,33.0,10.0,7.0,0.0,0.0,0.0
12281,46.0,38.0,16.0,40.0,31.0,5.0,8.0,0.0,0.0,0.0
12282,20.0,32.0,36.0,50.0,15.0,4.0,8.0,0.0,0.0,0.0
12283,20.0,18.0,31.0,28.0,48.0,6.0,3.0,0.0,0.0,0.0
12284,42.0,30.0,38.0,6.0,49.0,12.0,8.0,0.0,0.0,0.0
12285,14.0,1.0,7.0,8.0,47.0,12.0,2.0,0.0,0.0,0.0
12286,45.0,1.0,35.0,2.0,7.0,10.0,5.0,0.0,0.0,0.0
12287,9.0,26.0,39.0,12.0,49.0,4.0,9.0,0.0,0.0,0.0
12288,41.0,11.0,33.0,10.0,37.0,10.0,7.0,0.0,0.0,0.0
12289,21.0,36.0,18.0,9.0,41.0,6.0,11.0,0.0,0.0,0.0
12290,15.0,29.0,25.0,4.0,16.0,6.0,7.0,0.0,0.0,0.0
12291,47.0,50.0,5.0,23.0,25.0,6.0,5.0,0.0,0.0,0.0
12292,9.0,35.0,21.0,40.0,15.0,5.0,12.0,0.0,0.0,0.0
12293,2.0,22.0,38.0,18.0,28.0,2.0,12.0,0.0,0.0,0.0
12294,43.0,37.0,30.0,45.0,4.0,9.0,2.0,0.0,0.0,0.0
12295,36.0,8.0,11.0,21.0,28.0,10.0,9.0,0.0,0.0,0.0
12296,6.0,7.0,34.0,8.0,37.0,5.0,10.0,0.0,0.0,0.0
12297,17.0,7.0,16.0,9.0,11.0,4.0,8.0,0.0,0.0,0.0
12298,43.0,38.0,5.0,18.0,29.0,4.0,5.0,0.0,0.0,0.0
12299,22.0,39.0,43.0,21.0,24.0,9.0,8.0,0.0,0.0,0.0
12300,16.0,47.0,36.0,50.0,18.0,1.0,7.0,0.0,0.0,0.0
12301,15.0,50.0,7.0,25.0,49.0,4.0,8.0,0.0,0.0,0.0
12302,33.0,14.0,19.0,31.0,5.0,7.0,9.0,0.0,0.0,0.0
12303,23.0,36.0,50.0,8.0,37.0,5.0,2.0,0.0,0.0,0.0
12304,20.0,22.0,16.0,17.0,8.0,7.0,4.0,0.0,0.0,0.0
12305,20.0,31.0,25.0,43.0,26.0,11.0,5.0,0.0,0.0,0.0
12306,44.0,21.0,29.0,30.0,39.0,7.0,11.0,0.0,0.0,0.0
12307,50.0,28.0,40.0,8.0,29.0,12.0,7.0,0.0,0.0,0.0
12308,27.0,30.0,4.0,5.0,32.0,11.0,8.0,0.0,0.0,0.0
12309,33.0,39.0,42.0,43.0,20.0,4.0,1.0,0.0,0.0,0.0
12310,12.0,22.0,17.0,4.0,28.0,3.0,5.0,0.0,0.0,0.0
12311,35.0,21.0,42.0,47.0,12.0,7.0,9.0,0.0,0.0,0.0
12312,25.0,28.0,27.0,21.0,32.0,9.0,4.0,0.0,0.0,0.0
12313,47.0,22.0,5.0,44.0,49.0,6.0,9.0,0.0,0.0,0.0
12314,36.0,12.0,24.0,9.0,11.0,2.0,4.0,0.0,0.0,0.0
12315,25.0,21.0,23.0,36.0,27.0,2.0,6.0,0.0,0.0,0.0
12316,14.0,2.0,39.0,5.0,41.0,4.0,6.0,0.0,0.0,0.0
12317,22.0,39.0,7.0,8.0,38.0,10.0,12.0,0.0,0.0,0.0
12318,18.0,36.0,8.0,17.0,40.0,1.0,4.0,0.0,0.0,0.0
12319,50.0,17.0,40.0,1.0,36.0,8.0,6.0,0.0,0.0,0.0
12320,8.0,16.0,1.0,13.0,4.0,4.0,8.0,0.0,0.0,0.0
12321,17.0,41.0,21.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0
12322,40.0,49.0,29.0,50.0,42.0,1.0,2.0,0.0,0.0,0.0
12323,2.0,26.0,42.0,40.0,12.0,7.0,11.0,0.0,0.0,0.0
12324,28.0,2.0,33.0,11.0,47.0,12.0,3.0,0.0,0.0,0.0
12325,12.0,40.0,35.0,25.0,9.0,1.0,4.0,0.0,0.0,0.0
12326,31.0,24.0,47.0,22.0,1.0,9.0,7.0,0.0,0.0,0.0
12327,50.0,39.0,33.0,4.0,7.0,10.0,3.0,0.0,0.0,0.0
12328,30.0,26.0,10.0,3.0,6.0,12.0,6.0,0.0,0.0,0.0
12329,17.0,11.0,7.0,33.0,47.0,6.0,8.0,0.0,0.0,0.0
12330,44.0,50.0,23.0,3.0,15.0,9.0,1.0,0.0,0.0,0.0
12331,44.0,30.0,35.0,31.0,16.0,8.0,9.0,0.0,0.0,0.0
12332,31.0,10.0,5.0,22.0,11.0,1.0,11.0,0.0,0.0,0.0
12333,40.0,38.0,28.0,20.0,25.0,5.0,8.0,0.0,0.0,0.0
12334,5.0,30.0,22.0,46.0,19.0,8.0,4.0,0.0,0.0,0.0
12335,24.0,17.0,5.0,9.0,20.0,3.0,5.0,0.0,0.0,0.0
12336,20.0,1.0,23.0,40.0,18.0,3.0,11.0,0.0,0.0,0.0
12337,8.0,43.0,3.0,47.0,46.0,8.0,5.0,0.0,0.0,0.0
12338,47.0,23.0,16.0,22.0,12.0,9.0,10.0,0.0,0.0,0.0
12339,35.0,18.0,3.0,49.0,28.0,1.0,4.0,0.0,0.0,0.0
12340,46.0,16.0,11.0,19.0,9.0,4.0,6.0,0.0,0.0,0.0
12341,45.0,1.0,16.0,19.0,42.0,12.0,2.0,0.0,0.0,0.0
12342,39.0,17.0,48.0,38.0,50.0,1.0,12.0,0.0,0.0,0.0
12343,47.0,10.0,29.0,5.0,7.0,1.0,8.0,0.0,0.0,0.0
12344,45.0,15.0,19.0,32.0,48.0,6.0,10.0,0.0,0.0,0.0
12345,29.0,41.0,7.0,35.0,5.0,4.0,8.0,0.0,0.0,0.0
12346,26.0,4.0,13.0,23.0,42.0,8.0,5.0,0.0,0.0,0.0
12347,22.0,8.0,9.0,37.0,46.0,2.0,3.0,0.0,0.0,0.0
12348,30.0,12.0,14.0,10.0,29.0,2.0,7.0,0.0,0.0,0.0
12349,32.0,26.0,37.0,5.0,47.0,9.0,5.0,0.0,0.0,0.0
12350,15.0,6.0,12.0,38.0,47.0,5.0,4.0,0.0,0.0,0.0
12351,33.0,22.0,5.0,3.0,42.0,9.0,2.0,0.0,0.0,0.0
12352,14.0,48.0,11.0,4.0,36.0,12.0,1.0,0.0,0.0,0.0
12353,39.0,3.0,4.0,27.0,33.0,8.0,5.0,0.0,0.0,0.0
12354,4.0,44.0,19.0,23.0,7.0,5.0,6.0,0.0,0.0,0.0
12355,30.0,39.0,1.0,6.0,22.0,12.0,10.0,0.0,0.0,0.0
12356,20.0,30.0,29.0,37.0,36.0,12.0,3.0,0.0,0.0,0.0
12357,34.0,5.0,36.0,33.0,17.0,12.0,6.0,0.0,0.0,0.0
12358,6.0,32.0,22.0,40.0,28.0,2.0,4.0,0.0,0.0,0.0
12359,18.0,5.0,43.0,17.0,7.0,6.0,7.0,0.0,0.0,0.0
12360,19.0,40.0,18.0,12.0,41.0,3.0,7.0,0.0,0.0,0.0
12361,3.0,36.0,50.0,40.0,39.0,1.0,12.0,0.0,0.0,0.0
12362,48.0,22.0,26.0,3.0,11.0,12.0,7.0,0.0,0.0,0.0
